name,Current_Price
NIBE,1759.1
NIBL,25.75
NIITLTD,135.9
NIITMTS,328.05
NILAINFRA,11.34
NILASPACES,11.2
NILKAMAL,1765.5
NINSYS,465.25
NIPPOBATRY,505
NIRAJ,58.88
NIRAJISPAT,267.16
NITCO,137
NITINSPIN,390.75
NITIRAJ,236.6
NIVABUPA,91.8
NKIND,66.87
NLCINDIA,242
NMDC,71.1
NOCIL,179.11
NOIDATOLL,4.2
NORBTEAEXP,35.55
NORTHARC,215
NOVAAGRI,48.88
NPST,2093
NRAIL,266
NRBBEARING,270
NRL,83.5
NSIL,7012
NSLNISP,38.03
NTPC,334.75
NTPCGREEN,111.59
NUCLEUS,1278
NURECA,255.52
NUVAMA,7167.5
NUVOCO,356.4
NYKAA,200.8
OAL,363.05
OBCL,55.28
OBEROIRLTY,1738.3
OCCL,200
OCCLLTD,95.29
ODIGMA,41.53
OFSS,8442
OIL,427
OILCOUNTUB,70.5
OLAELEC,50.85
OLECTRA,1228
OMAXAUTO,85
OMAXE,84.87
OMINFRAL,130
OMKARCHEM,6.53
ONELIFECAP,11.47
ONEPOINT,62.6
ONESOURCE,1882.5
ONGC,239.2
ONMOBILE,57.51
ONWARDTEC,295.45
OPTIEMUS,614.8
ORBTEXP,171.61
ORCHASP,3.16
ORCHPHARMA,630
ORICONENT,41.51
ORIENTALTL,13.49
ORIENTBELL,250
ORIENTCEM,350.2
ORIENTCER,35.76
ORIENTELEC,226.9
ORIENTHOT,147.7
ORIENTLTD,84.8
ORIENTPPR,28.48
ORIENTTECH,335.8
ORISSAMINE,5052
ORTINGLOBE,11.34
OSIAHYPER,23.24
OSWALAGRO,84.52
OSWALGREEN,40.6
OSWALSEEDS,14.32
PAGEIND,46175
PAISALO,30.41
PAKKA,177.6
PALASHSECU,122.12
PALREDTEC,56.06
PANACEABIO,530.05
PANACHE,212.5
PANAMAPET,361.95
PANSARI,248.95
PAR,101
PARACABLES,54.4
PARADEEP,175
PARAGMILK,211.96
PARAS,1593.8
PARASPETRO,2.73
PARKHOTELS,150.89
PARSVNATH,20.5
PASUPTAC,45.75
PATANJALI,1681
PATELENG,40.35
PATINTLOG,15.87
PAVNAIND,392.5
PAYTM,889
PCBL,396.7
PCJEWELLER,12.55
PDMJEPAPER,101.1
PDSL,440.1
PEARLPOLY,30.29
PEL,1105.5
PENIND,212.52
PENINLAND,29.66
PERSISTENT,5625
PETRONET,307.55
PFC,406.65
PFIZER,5582
PFOCUS,110.15
PFS,36.88
PGEL,771.1
PGHH,13600
PGHL,5760
PGIL,1458.1
PHOENIXLTD,1534.3
PIDILITIND,3125.2
PIGL,171.91
PIIND,3830
PILANIINVS,4685
PILITA,18.89
PIONEEREMB,42.61
PITTIENG,989.1
PIXTRANS,1661.3
PKTEA,746.65
PLASTIBLEN,215
PLATIND,255.15
PLAZACABLE,59.59
PNB,105.8
PNBGILTS,97.71
PNBHOUSING,1045.2
PNC,28.64
PNCINFRA,291.2
PNGJL,550.9
POCL,750.3
PODDARMENT,304
POKARNA,1070
POLICYBZR,1752.3
POLYCAB,5982
POLYMED,2249
POLYPLEX,1328.4
PONNIERODE,333.75
POONAWALLA,403
POWERGRID,289.7
POWERINDIA,19149
POWERMECH,3107.1
PPAP,236.5
PPL,410
PPLPHARMA,206.3
PRABHA,219.3
PRAENG,20.1
PRAJIND,478.9
PRAKASH,165.76
PRAKASHSTL,6.51
PRAXIS,12.97
PRECAM,191.93
PRECOT,548.2
PRECWIRE,182.5
PREMEXPLN,579
PREMIER,3.25
PREMIERENE,1059
PREMIERPOL,52.9
PRESTIGE,1484
PRICOLLTD,448.9
PRIMESECU,247
PRIMO,26.04
PRINCEPIPE,333.7
PRITI,96.78
PRITIKAUTO,18.33
PRIVISCL,2295
PROTEAN,961.5
PROZONER,35
PRSMJOHNSN,144.45
PRUDENT,2974
PRUDMOULI,36.5
PSB,32
PSPPROJECT,637.85
PTC,175.95
PTCIL,14997
PTL,40.8
PUNJABCHEM,1185
PURVA,262.9
PVP,23.51
PVRINOX,989
PVSL,125.11
PYRAMID,179
QPOWER,485.1
QUADFUTURE,448
QUESS,312.25
QUICKHEAL,286
RACE,263.3
RACLGEAR,948
RADAAN,4.07
RADHIKAJWE,85.6
RADIANTCMS,65.7
RADICO,2547
RADIOCITY,9.38
RAILTEL,395.9
RAIN,140.82
RAINBOW,1397
RAJESHEXPO,201
RAJMET,6.79
RAJRATAN,411
RAJRILTD,26.75
RAJSREESUG,47.5
RAJTV,44.7
RALLIS,316.44
RAMANEWS,43.03
RAMAPHO,114.57
RAMASTEEL,11.65
RAMCOCEM,970
RAMCOIND,257.5
RAMCOSYS,429.8
RAMKY,479.8
RAMRAT,666
RANASUG,16.07
RANEHOLDIN,1550
RATEGAIN,444
RATNAMANI,2841.3
RATNAVEER,169.6
RAYMOND,629
RAYMONDLSL,1017.1
RBA,81
RBLBANK,213.19
RBZJEWEL,146.89
RCF,149
RCOM,1.95
RECLTD,402.35
REDINGTON,258.9
REDTAPE,134.9
REFEX,453.15
REGENCERAM,39.8
RELAXO,436
RELCHEMQ,195.8
RELIABLE,79.33
RELIANCE,1417.9
RELIGARE,229.99
RELINFRA,328.55
RELTD,162.6
REMSONSIND,144
RENUKA,32.74
REPCOHOME,390.3
REPL,195
REPRO,565
RESPONIND,195.9
RETAIL,40.2
RGL,131
RHFL,5.04
RHIM,461
RHL,231.05
RICOAUTO,75.7
RIIL,936.05
RISHABH,297
RITCO,293.35
RITES,277
RKDL,30.4
RKEC,76.95
RKFORGE,607
RKSWAMY,189.89
RML,903
ROHLTD,361.05
ROLEXRINGS,1590
ROLLT,2.46
ROML,47.23
ROSSARI,663.75
ROSSELLIND,71.98
ROSSTECH,377
ROTO,267
ROUTE,948.95
RPEL,719.65
RPGLIFE,2178
RPOWER,58.09
RPPINFRA,155.19
RPPL,27.51
RPSGVENT,885
RPTECH,308.4
RRKABEL,1438
RSSOFTWARE,55.79
RSWM,174.9
RSYSTEMS,365.15
RTNINDIA,46.54
RTNPOWER,11.35
RUBFILA,79.98
RUBYMILLS,204.11
RUCHINFRA,8.44
RUCHIRA,136.55
RUPA,212.9
RUSHIL,29.6
RUSTOMJEE,535
RVHL,54
RVNL,405
RVTH,847
S&SPOWER,332
SABEVENTS,5.83
SABTNL,568.6
SADBHAV,14.42
SADBHIN,4.54
SADHNANIQ,20.65
SAFARI,2305
SAGARDEEP,28.88
SAGCEM,240
SAGILITY,39.39
SAH,106.98
SAHYADRI,291.15
SAIL,128.96
SAILIFE,749
SAKAR,315.05
SAKHTISUG,25.97
SAKSOFT,201
SAKUMA,3.1
SALASAR,9
SALONA,258.65
SALSTEEL,18.24
SALZERELEC,929.95
SAMBHAAV,7.35
SAMHI,191.8
SAMMAANCAP,123.83
SAMPANN,31.12
SANATHAN,467
SANCO,2.41
SANDESH,1197
SANDHAR,518
SANDUMA,481.95
SANGAMIND,407
SANGHIIND,61.59
SANGHVIMOV,291.5
SANGINITA,10.5
SANOFI,6199
SANOFICONR,5252
SANSERA,1360
SANSTAR,97.8
SANWARIA,0.38
SAPPHIRE,317.75
SARDAEN,437.5
SAREGAMA,540.15
SARLAPOLY,117.25
SARVESHWAR,7.11
SASKEN,1527.5
SASTASUNDR,266
SATIA,78.2
SATIN,155.7
SATINDLTD,87.31
SAURASHCEM,90
SBC,14.85
SBCL,493
SBFC,112.76
SBGLP,41
SBICARD,919.75
SBILIFE,1809
SBIN,814
SCHAEFFLER,4195
SCHAND,212.51
SCHNEIDER,752.5
SCI,201
SCILAL,52.65
SCPL,331
SDBL,143.7
SEAMECLTD,920
SECMARK,150
SECURKLOUD,24.97
SEJALLTD,520
SELAN,550.5
SELMC,38.44
SEMAC,374.9
SENCO,381.2
SENORES,522
SEPC,15.04
SEQUENT,191.2
SERVOTECH,123.7
SESHAPAPER,287.15
SETCO,19.7
SETUINFRA,0.76
SFL,627
SGIL,499.9
SGL,15.66
SGLTL,183.58
SHAH,3.12
SHAHALLOYS,56
SHAILY,2001.1
SHAKTIPUMP,857
SHALBY,187.6
SHALPAINTS,99.7
SHANKARA,817.95
SHANTI,22.74
SHANTIGEAR,491.2
SHARDACROP,739.9
SHARDAMOTR,1902
SHAREINDIA,173.99
SHEKHAWATI,23.64
SHEMAROO,109
SHILPAMED,898
SHIVALIK,587
SHIVAMAUTO,32
SHIVAMILLS,77.36
SHIVATEX,224
SHK,245.5
SHOPERSTOP,510
SHRADHA,58.52
SHREDIGCEM,82.4
SHREECEM,29690
SHREEPUSHK,303.44
SHREERAMA,42.59
SHRENIK,0.61
SHREYANIND,220.3
SHRIPISTON,2490.7
SHRIRAMFIN,639.35
SHRIRAMPPS,91.86
SHYAMCENT,8.46
SHYAMMETL,850.6
SHYAMTEL,13.4
SIEMENS,3267
SIGACHI,52.5
SIGIND,62.85
SIGMA,372
SIGNATURE,1215
SIGNPOST,195.07
SIKKO,76.99
SIL,19.2
SILGO,53.3
SILINV,607.5
SILLYMONKS,16.35
SILVERTUC,773
SIMBHALS,16.3
SIMPLEXINF,290
SINCLAIR,92.54
SINDHUTRAD,21.61
SINTERCOM,127
SIRCA,348
SIS,354.6
SITINET,0.51
SIYSIL,720
SJS,1105
SJVN,96.49
SKFINDIA,4699
SKIPPER,492.95
SKMEGGPROD,203.4
SKYGOLD,393
SMARTLINK,158.01
SMCGLOBAL,117.59
SMLISUZU,1887.1
SMLT,117.2
SMSLIFE,1310
SMSPHARMA,266.4
SNOWMAN,58.51
SOBHA,1420
SOFTTECH,350
SOLARA,481.2
SOLARINDS,16045
SOMANYCERA,475.35
SOMATEX,45.9
SOMICONVEY,186
SONACOMS,540.5
SONAMLTD,39.01
SONATSOFTW,409
SOTL,408.1
SOUTHBANK,29.45
SOUTHWEST,140
SPAL,805.15
SPANDANA,289.35
SPARC,185.7
SPCENET,8.7
SPECIALITY,132.8
SPECTRUM,1695
SPENCERS,64.35
SPIC,85.3
SPLIL,37.76
SPLPETRO,715.05
SPMLINFRA,184.9
SPORTKING,108.5
SRD,60.98
SREEL,247.67
SRF,2862
SRGHFL,311
SRHHYPOLTD,577
SRM,442.9
SRPL,0.87
SSDL,95
SSWL,237
STALLION,78.12
STANLEY,336.5
STAR,816
STARCEMENT,217.75
STARHEALTH,476.5
STARPAPER,175
STARTECK,285.3
STCINDIA,156.34
STEELCAS,1015.25
STEELCITY,101.55
STEELXIND,8.34
STEL,426.3
STERTOOLS,323
STLTECH,71.76
STOVEKRAFT,544
STYLAMIND,1637
STYLEBAAZA,259.8
STYRENIX,3146
SUBEXLTD,14.5
SUBROS,729.9
SUDARSCHEM,1170
SUKHJITS,193.17
SULA,294
SUMICHEM,506.55
SUMIT,97.91
SUMMITSEC,2041.5
SUNCLAY,2479.7
SUNDARAM,2.16
SUNDARMFIN,5125
SUNDARMHLD,381
SUNDRMBRAK,840
SUNDRMFAST,1026
SUNDROP,914.9
SUNFLAG,259.4
SUNPHARMA,1674.9
SUNTECK,415.2
SUNTV,628.9
SUPERHOUSE,180
SUPERSPIN,9.92
SUPRAJIT,419
SUPREME,106.5
SUPREMEENG,2.05
SUPREMEIND,4145
SUPREMEINF,89.6
SUPRIYA,727.9
SURAJEST,321
SURAJLTD,370.5
SURAKSHA,317.5
SURANASOL,37.5
SURANAT&P,20.2
SURYALAXMI,70
SURYAROSNI,330.6
SURYODAY,141.6
SUTLEJTEX,42.02
SUULD,3.04
SUVEN,241.25
SUVIDHAA,3.83
SUYOG,815
SUZLON,71.35
SVLL,710
SVPGLOB,3.63
SWANENERGY,434.55
SWARAJENG,3932
SWELECTES,561
SWIGGY,331.5
SWSOLAR,281.5
SYMPHONY,1217
SYNCOMF,22.04
SYNGENE,647
SYRMA,542
TAINWALCHM,209.99
TAJGVK,447.5
TAKE,8.71
TALBROAUTO,287.95
TANLA,616
TARACHAND,58.8
TARAPUR,25.91
TARC,168
TARIL,522.4
TARMAT,56.4
TARSONS,376.5
TASTYBITE,10550
TATACHEM,886.75
TATACOMM,1681.9
TATACONSUM,1109
TATAELXSI,6430.5
TATAINVEST,6716.5
TATAMOTORS,718.65
TATAPOWER,392.8
TATASTEEL,161
TATATECH,771
TATVA,904.3
TBOTEK,1305
TBZ,188.3
TCI,1121.6
TCIEXP,761
TCIFINANCE,12.7
TCPLPACK,4020
TCS,3460
TDPOWERSYS,520.5
TEAMLEASE,1914.9
TECHM,1573
TECHNOE,1411
TEGA,1645.1
TEJASNET,717.7
TEMBO,460.6
TERASOFT,260
TEXINFRA,96.99
TEXMOPIPES,62.01
TEXRAIL,159.45
TFCILTD,227.2
TFL,15.05
TGBHOTELS,11.01
THANGAMAYL,1927
THEINVEST,145.7
THEJO,1925
THEMISMED,135.5
THERMAX,3404
THOMASCOOK,173.1
THOMASCOTT,313.05
THYROCARE,1048
TI,370.6
TICL,26.5
TIIL,3114
TIINDIA,3042
TIJARIA,6.91
TIL,367.35
TIMESGTY,169
TIMETECHNO,378
TIMKEN,3126
TINNARUBR,970
TIPSFILMS,543
TIPSMUSIC,646.55
TIRUMALCHM,250
TIRUPATIFL,37.76
TITAGARH,891.45
TITAN,3550
TMB,449.75
TNPETRO,87.18
TNPL,163.43
TNTELE,9.5
TOKYOPLAST,137.94
TOLINS,134
TORNTPHARM,3158.9
TORNTPOWER,1375
TOTAL,84.4
TOUCHWOOD,89.85
TPHQ,0.71
TPLPLASTEH,81.95
TRACXN,57.45
TRANSRAILL,609.5
TRANSWORLD,296.25
TREEHOUSE,8.19
TREJHARA,251.3
TREL,33.5
TRENT,5625
TRF,379
TRIDENT,31.73
TRIGYN,87.02
TRITURBINE,580
TRIVENI,436.15
TRU,11.61
TTKHLTCARE,1212
TTKPRESTIG,622.5
TTL,14.88
TTML,72.69
TVSELECT,400.25
TVSHLTD,11800
TVSMOTOR,2800
TVSSCS,126.45
TVSSRICHAK,2913.7
TVTODAY,172
TVVISION,6.84
UBL,1979
UCAL,165.27
UCOBANK,33.02
UDAICEMENT,31
UDS,327
UFLEX,614.5
UFO,68.3
UGARSUGAR,47.4
UGROCAP,178.12
UJJIVANSFB,43
ULTRACEMCO,11176
UMAEXPORTS,67.22
UMANGDAIRY,79.49
UMESLTD,5.8
UMIYA-MRO,71.78
UNICHEMLAB,599
UNIDT,198.25
UNIECOM,134.1
UNIENTER,155.14
UNIINFO,20.6
UNIMECH,1295
UNIONBANK,147
UNIPARTS,354.6
UNITDSPR,1530
UNITECH,6.48
UNITEDPOLY,16.5
UNITEDTEA,423.9
UNIVASTU,223.8
UNIVCABLES,598.35
UNIVPHOTO,235.66
UNOMINDA,1003.5
UPL,625.55
URAVIDEF,533
URJA,15.17
USHAMART,310.05
USK,39.19
UTIAMC,1189
UTKARSHBNK,23
UTTAMSUGAR,308.75
UYFINCORP,17.74
V2RETAIL,1870
VADILALIND,5370
VAIBHAVGBL,255.6
VAISHALI,12.7
VAKRANGEE,9.74
VALIANTLAB,103
VALIANTORG,449.8
VARDHACRLC,45
VARDMNPOLY,12.9
VARROC,529
VASCONEQ,53.41
VASWANI,45
VBL,475.9
VCL,1
VEDL,436.5
VEEDOL,1697.9
VENKEYS,1614.8
VENTIVE,772.5
VENUSPIPES,1425.5
VENUSREM,436
VERANDA,206.6
VERTOZ,9.73
VESUVIUS,5900.1
VETO,132
VGUARD,379.95
VHL,4024
VHLTD,107.95
VIDHIING,442.05
VIJAYA,949
VIJIFIN,2.3
VIKASECO,2.4
VIKASLIFE,2.9
VIMTALABS,977
VINATIORGA,1845
VINCOFE,118.5
VINDHYATEL,1665
VINEETLAB,31.62
VINNY,1.42
VINYLINDIA,302.5
VIPCLOTHNG,40.83
VIPIND,366
VIPULLTD,11.51
VIRINCHI,23.26
VISAKAIND,86
VISASTEEL,31.97
VISHNU,542.05
VISHWARAJ,9.84
VIVIDHA,0.87
VLEGOV,62.58
VLSFINANCE,239.31
VMART,3410
VMM,125.3
VOLTAMP,8256
VOLTAS,1256
VPRPL,171.78
VRAJ,182.7
VRLLOG,569.9
VSSL,286.3
VSTIND,286.05
VSTL,153.33
VSTTILLERS,3807.9
VTL,492
WAAREEENER,2968
WAAREERTL,1051.5
WABAG,1618.2
WALCHANNAG,235.7
WANBURY,297.29
WCIL,103.25
WEALTH,894
WEBELSOLAR,1457.9
WEIZMANIND,117.65
WEL,179.4
WELCORP,932.9
WELENT,503.6
WELINV,910.05
WELSPUNLIV,132
WENDT,8485
WESTLIFE,668
WEWIN,46.29
WHEELS,734.5
WHIRLPOOL,1233.6
WILLAMAGOR,31.01
WINDLAS,922
WINDMACHIN,358.9
WINSOME,1.8
WIPL,154.95
WIPRO,249.6
WOCKPHARMA,1462
WONDERLA,658
WORTH,159.2
WSI,68.69
WSTCSTPAPR,481.05
XCHANGING,101.69
XELPMOC,100.49
XPROINDIA,1165
XTGLOBAL,34.37
YAARI,16.35
YASHO,1970
YATHARTH,504.45
YATRA,100.2
YESBANK,21.47
YUKEN,1033.25
ZAGGLE,432.95
ZEEL,130.2
ZEELEARN,8.45
ZEEMEDIA,14.1
ZENITHEXPO,270
ZENITHSTL,6.95
ZENSARTECH,830
ZENTEC,2137.1
ZFCVINDIA,13382
ZIMLAB,89.69
ZODIAC,524.5
ZODIACLOTH,114
ZOTA,1000.05
ZUARI,209
ZUARIIND,282.95
ZYDUSLIFE,926.05
ZYDUSWELL,1950
